;host_response_time;host_response_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
464;;;f;1.0;t;São Conrado;Loft;Entire home/apt;4;1.0;1.0;4.0;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";$181.00;;$100.00;3;$50.00;2;1;100.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;moderate;9;2019
465;within an hour;100%;f;8.0;t;Laranjeiras;Apartment;Private room;1;1.0;1.0;1.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer}";$58.00;$800.00;$30.00;1;$48.00;2;5;96.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;flexible;9;2019
466;within an hour;90%;f;55.0;f;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}";$410.00;;;1;$0.00;1;5;96.0;8.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
467;within an hour;90%;f;55.0;f;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}";$239.00;;;1;$0.00;2;35;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
468;within a day;100%;f;2.0;t;Humaitá;Apartment;Entire home/apt;4;2.0;2.0;2.0;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$188.00;$2,000.00;$140.00;2;$50.00;2;6;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;9;2019
469;within a day;50%;f;1.0;f;Recreio dos Bandeirantes;House;Private room;10;7.0;1.0;10.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Dryer,""Host greets you""}";$120.00;;;1;$100.00;2;2;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;9;2019
470;within a few hours;100%;t;4.0;t;Glória;Apartment;Private room;1;2.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you"",Beachfront}";$89.00;$0.00;$0.00;1;$40.00;3;75;93.0;9.0;9.0;9.0;9.0;9.0;9.0;t;f;moderate;9;2019
471;;;f;1.0;t;Botafogo;Apartment;Private room;2;1.5;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Ethernet connection""}";$130.00;$350.00;$100.00;1;$0.00;3;49;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
472;within an hour;100%;t;3.0;t;Copacabana;Apartment;Entire home/apt;4;1.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Step-free access"",""Step-free access"",""Bathtub with bath chair"",""Step-free access"",""Host greets you""}";$301.00;$350.00;$160.00;3;$0.00;3;67;98.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict;9;2019
473;within a day;100%;f;2.0;t;Copacabana;Apartment;Entire home/apt;2;;1.0;1.0;"{TV,""Air conditioning"",Kitchen,Elevator,Essentials}";$199.00;$1,000.00;$120.00;1;$0.00;5;2;80.0;7.0;9.0;10.0;7.0;9.0;6.0;t;f;strict;9;2019
474;within a few hours;100%;f;7.0;t;Barra da Tijuca;Bed and breakfast;Private room;2;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$140.00;;;1;$85.00;1;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
475;;;f;1.0;f;Lagoa;Apartment;Entire home/apt;4;1.0;2.0;4.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$526.00;;$120.00;2;$0.00;7;6;100.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
476;;;f;2.0;f;Humaitá;Apartment;Private room;1;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Hangers,Iron,""Laptop friendly workspace""}";$201.00;$1,000.00;;1;$90.00;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
477;;;f;3.0;t;Copacabana;Apartment;Private room;2;1.5;1.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""Patio or balcony"",""Beach essentials""}";$191.00;;$70.00;1;$0.00;2;0;;;;;;;;f;f;strict;9;2019
478;within a few hours;100%;f;4.0;t;Vargem Pequena;Condominium;Entire home/apt;5;2.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";$85.00;$0.00;$102.00;2;$34.00;3;0;;;;;;;;f;f;strict;9;2019
479;within a few hours;100%;f;4.0;t;Copacabana;Apartment;Private room;2;0.0;1.0;1.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$171.00;$1,366.00;$273.00;1;$34.00;8;11;98.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;strict;9;2019
480;;;f;1.0;f;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$222.00;$512.00;$171.00;2;$0.00;4;0;;;;;;;;f;f;strict;9;2019
481;within an hour;100%;f;3.0;t;Estácio;Hostel;Shared room;1;3.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}";$41.00;;;1;$25.00;1;5;80.0;8.0;9.0;8.0;9.0;8.0;8.0;f;f;strict;9;2019
482;;;f;2.0;f;Glória;Apartment;Private room;2;;1.0;;{};$420.00;;;1;$0.00;1;0;;;;;;;;t;f;flexible;9;2019
483;within a day;60%;f;21.0;t;Barra da Tijuca;House;Private room;2;1.5;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials}";$75.00;;;1;$50.00;1;5;93.0;8.0;8.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
484;within an hour;100%;f;2.0;t;Barra da Tijuca;Apartment;Entire home/apt;4;2.0;2.0;3.0;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$150.00;;$130.00;5;$0.00;3;6;90.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;9;2019
485;;;f;1.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;{TV};$499.00;;;1;$0.00;1;2;94.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
486;within an hour;100%;f;2.0;t;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$171.00;$500.00;$150.00;2;$20.00;5;47;91.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
487;;;f;1.0;f;Praça Seca;House;Private room;3;1.0;1.0;2.0;"{""Cable TV"",Wifi,""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",""Fire extinguisher""}";$342.00;;;1;$0.00;1;0;;;;;;;;f;f;flexible;9;2019
488;within a day;100%;f;2.0;t;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;1.0;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$427.00;$683.00;$137.00;2;$85.00;2;0;;;;;;;;f;f;moderate;9;2019
489;within a few hours;90%;f;1.0;f;Laranjeiras;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Iron}";$68.00;;$33.00;1;$26.00;2;56;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
490;within an hour;100%;f;4.0;f;Lagoa;Apartment;Private room;2;1.0;1.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Dryer,Essentials,""Lock on bedroom door"",""Hair dryer"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";$134.00;$1,027.00;;1;$171.00;4;1;100.0;10.0;10.0;10.0;10.0;10.0;;f;f;strict;9;2019
491;within an hour;86%;f;1.0;f;Lagoa;Apartment;Private room;2;1.0;1.0;1.0;"{Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$348.00;;;1;$0.00;1;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;9;2019
492;within an hour;100%;f;4.0;f;Copacabana;Apartment;Entire home/apt;6;2.5;4.0;5.0;"{TV,""Cable TV"",Wifi,Kitchen,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Refrigerator,""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}";$568.00;$1,712.00;$205.00;6;$411.00;5;51;92.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;moderate;9;2019
493;within a few hours;100%;t;2.0;t;Ipanema;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access""}";$150.00;$0.00;$80.00;3;$30.00;2;85;96.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;9;2019
494;within an hour;90%;f;55.0;f;Copacabana;Apartment;Private room;1;1.0;1.0;1.0;{};$239.00;;;1;$0.00;3;14;93.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
495;within a day;100%;f;2.0;f;Barra da Tijuca;House;Private room;2;1.0;1.0;2.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Bed linens""}";$324.00;$683.00;;1;$0.00;4;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
496;;;f;3.0;f;Praia da Bandeira;House;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$240.00;;$171.00;1;$89.00;2;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
497;;;f;2.0;f;Barra da Tijuca;House;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Hangers,Iron}";$143.00;$350.00;$40.00;3;$0.00;2;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;9;2019
498;within a few hours;100%;f;2.0;f;Alto da Boa Vista;House;Entire home/apt;10;4.5;4.0;7.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";$488.00;$3,500.00;$170.00;10;$70.00;5;3;87.0;10.0;8.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
499;;;f;1.0;f;Itanhangá;Apartment;Private room;4;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$188.00;$400.00;$50.00;1;$100.00;2;0;;;;;;;;f;f;flexible;9;2019
500;within an hour;100%;f;2.0;t;Botafogo;Apartment;Entire home/apt;4;1.5;2.0;3.0;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height toilet"",""Host greets you"",Beachfront}";$301.00;$1,000.00;$150.00;1;$0.00;3;15;90.0;8.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
501;;;f;4.0;t;Flamengo;Apartment;Private room;2;2.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo}";$700.00;$500.00;;1;$0.00;2;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
502;within a few hours;100%;f;2.0;t;Barra da Tijuca;Loft;Entire home/apt;2;1.0;1.0;1.0;{};$239.00;;$150.00;1;$0.00;5;6;97.0;10.0;8.0;10.0;9.0;10.0;10.0;f;f;strict;9;2019
503;;;f;6.0;f;Jacarepaguá;Apartment;Private room;2;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$127.00;;$155.00;1;$250.00;5;1;97.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;strict;9;2019
504;;;f;1.0;f;Copacabana;Apartment;Entire home/apt;4;2.0;1.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide clearance to shower, toilet"",""Step-free access""}";$290.00;$1,991.00;$222.00;4;$137.00;5;6;93.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
505;within an hour;100%;t;3.0;f;Ipanema;Apartment;Entire home/apt;4;1.0;1.0;1.0;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet""}";$249.00;$500.00;$108.00;2;$50.00;4;18;95.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
506;within an hour;100%;t;2.0;t;Copacabana;Apartment;Entire home/apt;6;1.5;3.0;3.0;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access"",Other,""Handheld shower head""}";$348.00;$600.00;$180.00;6;$70.00;2;110;93.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;9;2019
507;within an hour;100%;t;2.0;t;Leblon;Apartment;Entire home/apt;6;4.0;3.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$1,100.00;$2,000.00;$280.00;1;$0.00;4;10;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
508;within a few hours;100%;f;2.0;t;Santa Teresa;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Hair dryer""}";$157.00;;$150.00;1;$0.00;4;10;92.0;9.0;10.0;9.0;9.0;8.0;9.0;f;f;strict;9;2019
509;;;f;1.0;f;Barra da Tijuca;Apartment;Private room;2;1.0;1.0;1.0;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,Washer}";$102.00;;;1;$102.00;1;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;9;2019
510;within a few hours;100%;f;5.0;t;Ipanema;Apartment;Entire home/apt;4;1.0;1.0;3.0;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials}";$181.00;$500.00;$100.00;2;$40.00;5;99;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
511;within a few hours;100%;f;1.0;t;Barra da Tijuca;Apartment;Entire home/apt;3;2.0;2.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}";$301.00;$3,000.00;$200.00;3;$50.00;3;19;99.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
512;within an hour;100%;t;2.0;f;Copacabana;Apartment;Entire home/apt;4;2.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",Beachfront}";$529.00;$3,415.00;$137.00;1;$0.00;1;71;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
513;within an hour;100%;f;1.0;f;Barra da Tijuca;Apartment;Entire home/apt;4;2.0;2.0;4.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Well-lit path to entrance""}";$208.00;;$150.00;2;$0.00;2;12;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
